,only_gen_code,question,ref_code,test_asserts,gen_code,time
414,"
def count_element_in_list(list1, x):
    result = 0
    for i in list1:
        if x in i:
            result += 1
    return result
",Write a function to count the number of sublists containing a particular element.,"def count_element_in_list(list1, x): 
    ctr = 0
    for i in range(len(list1)): 
        if x in list1[i]: 
            ctr+= 1          
    return ctr","['assert count_element_in_list([[1, 3], [5, 7], [1, 11], [1, 15, 7]],1)==3', ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'A')==3"", ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'E')==1""]","Python Function - Write a function to count the number of sublists containing a particular element.
def count_element_in_list(list1, x):
    result = 0
    for i in list1:
        if x in i:
            result += 1
    return result
",21.76628351211548
415,"
def filter_oddnumbers(nums):
    result = list(filter(lambda x: x % 2 != 0, nums))
    return result
",Write a function to filter odd numbers using lambda function.,"def filter_oddnumbers(nums):
 odd_nums = list(filter(lambda x: x%2 != 0, nums))
 return odd_nums","['assert filter_oddnumbers([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1,3,5,7,9]', 'assert filter_oddnumbers([10,20,45,67,84,93])==[45,67,93]', 'assert filter_oddnumbers([5,7,9,8,6,4,3])==[5,7,9,3]']","Python Function - Write a function to filter odd numbers using lambda function.
def filter_oddnumbers(nums):
    result = list(filter(lambda x: x % 2 != 0, nums))
    return result
",18.072073698043823
416,"
import re
def change_date_format(dt):
    result = re.sub(r'(\d{4})-(\d{2})-(\d{2})', r'\3-\2-\1', dt)
    return result
",Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format by using regex.,"import re
def change_date_format(dt):
        return re.sub(r'(\d{4})-(\d{1,2})-(\d{1,2})', '\\3-\\2-\\1', dt)","['assert change_date_format(""2026-01-02"") == \'02-01-2026\'', 'assert change_date_format(""2020-11-13"") == \'13-11-2020\'', 'assert change_date_format(""2021-04-26"") == \'26-04-2021\'']","Python Function - Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format by using regex.
import re
def change_date_format(dt):
    result = re.sub(r'(\d{4})-(\d{2})-(\d{2})', r'\3-\2-\1', dt)
    return result
",29.329882860183716
417,"
def shell_sort(my_list):
    result = []
    for i in range(len(my_list)):
        for j in range(i, len(my_list)):
            if my_list[i] > my_list[j]:
                my_list[i], my_list[j] = my_list[j], my_list[i]
    for i in range(len(my_list)):
        result.append(my_list[i])
    return result
",Write a function to sort the given array by using shell sort.,"def shell_sort(my_list):
    gap = len(my_list) // 2
    while gap > 0:
        for i in range(gap, len(my_list)):
            current_item = my_list[i]
            j = i
            while j >= gap and my_list[j - gap] > current_item:
                my_list[j] = my_list[j - gap]
                j -= gap
            my_list[j] = current_item
        gap //= 2

    return my_list","['assert shell_sort([12, 23, 4, 5, 3, 2, 12, 81, 56, 95]) == [2, 3, 4, 5, 12, 12, 23, 56, 81, 95]', 'assert shell_sort([24, 22, 39, 34, 87, 73, 68]) == [22, 24, 34, 39, 68, 73, 87]', 'assert shell_sort([32, 30, 16, 96, 82, 83, 74]) == [16, 30, 32, 74, 82, 83, 96]']","Python Function - Write a function to sort the given array by using shell sort.
def shell_sort(my_list):
    result = []
    for i in range(len(my_list)):
        for j in range(i, len(my_list)):
            if my_list[i] > my_list[j]:
                my_list[i], my_list[j] = my_list[j], my_list[i]
    for i in range(len(my_list)):
        result.append(my_list[i])
    return result
",71.7594735622406
418,"
def and_tuples(test_tup1, test_tup2):
    result = ()
    for i in range(len(test_tup1)):
        result += (test_tup1[i] and test_tup2[i],)
    return result
",Write a function to extract the elementwise and tuples from the given two tuples.,"def and_tuples(test_tup1, test_tup2):
  res = tuple(ele1 & ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ","['assert and_tuples((10, 4, 6, 9), (5, 2, 3, 3)) == (0, 0, 2, 1)', 'assert and_tuples((1, 2, 3, 4), (5, 6, 7, 8)) == (1, 2, 3, 0)', 'assert and_tuples((8, 9, 11, 12), (7, 13, 14, 17)) == (0, 9, 10, 0)']","Python Function - Write a function to extract the elementwise and tuples from the given two tuples.
def and_tuples(test_tup1, test_tup2):
    result = ()
    for i in range(len(test_tup1)):
        result += (test_tup1[i] and test_tup2[i],)
    return result
",32.37650537490845
419,"
def parabola_directrix(a, b, c):
    result = -b / (2 * a)
    return result
",Write a function to find the directrix of a parabola.,"def parabola_directrix(a, b, c): 
  directrix=((int)(c - ((b * b) + 1) * 4 * a ))
  return directrix","['assert parabola_directrix(5,3,2)==-198', 'assert parabola_directrix(9,8,4)==-2336', 'assert parabola_directrix(2,4,6)==-130']","Python Function - Write a function to find the directrix of a parabola.
def parabola_directrix(a, b, c):
    result = -b / (2 * a)
    return result
",11.451295137405396
420,"
def common_element(list1, list2):
    result = False
    for i in list1:
        if i in list2:
            result = True
            break
    return result
",Write a function that takes two lists and returns true if they have at least one common element.,"def common_element(list1, list2):
     result = False
     for x in list1:
         for y in list2:
             if x == y:
                 result = True
                 return result","['assert common_element([1,2,3,4,5], [5,6,7,8,9])==True', 'assert common_element([1,2,3,4,5], [6,7,8,9])==None', ""assert common_element(['a','b','c'], ['d','b','e'])==True""]","Python Function - Write a function that takes two lists and returns true if they have at least one common element.
def common_element(list1, list2):
    result = False
    for i in list1:
        if i in list2:
            result = True
            break
    return result
",23.122556924819946
421,"
def median_trapezium(base1,base2,height):
    result = (base1+base2+2*height)/2
    return result
",Write a function to find the median of a trapezium.,"def median_trapezium(base1,base2,height):
 median = 0.5 * (base1+ base2)
 return median","['assert median_trapezium(15,25,35)==20', 'assert median_trapezium(10,20,30)==15', 'assert median_trapezium(6,9,4)==7.5']","Python Function - Write a function to find the median of a trapezium.
def median_trapezium(base1,base2,height):
    result = (base1+base2+2*height)/2
    return result
",14.19577145576477
422,"
def check_greater(arr, number):
    result = False
    for i in arr:
        if i > number:
            result = True
            break
    return result
",Write a function to check whether the entered number is greater than the elements of the given array.,"def check_greater(arr, number):
  arr.sort()
  if number > arr[-1]:
    return ('Yes, the entered number is greater than those in the array')
  else:
    return ('No, entered number is less than those in the array')","[""assert check_greater([1, 2, 3, 4, 5], 4) == 'No, entered number is less than those in the array'"", ""assert check_greater([2, 3, 4, 5, 6], 8) == 'Yes, the entered number is greater than those in the array'"", ""assert check_greater([9, 7, 4, 8, 6, 1], 11) == 'Yes, the entered number is greater than those in the array'""]","Python Function - Write a function to check whether the entered number is greater than the elements of the given array.
def check_greater(arr, number):
    result = False
    for i in arr:
        if i > number:
            result = True
            break
    return result
",21.748454570770264
423,"
import re
def text_match_one(text):
    result = re.findall(r'a+b+', text)
    return result
",Write a function that matches a string that has an a followed by one or more b's.,"import re
def text_match_one(text):
        patterns = 'ab+?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')
","['assert text_match_one(""ac"")==(\'Not matched!\')', 'assert text_match_one(""dc"")==(\'Not matched!\')', 'assert text_match_one(""abba"")==(\'Found a match!\')']","Python Function - Write a function that matches a string that has an a followed by one or more b's.
import re
def text_match_one(text):
    result = re.findall(r'a+b+', text)
    return result
",15.987083435058594
424,"
def last_Digit(n) :
    result = n % 10
    return result
",Write a python function to find the last digit of a given number.,"def last_Digit(n) :
    return (n % 10) ","['assert last_Digit(123) == 3', 'assert last_Digit(25) == 5', 'assert last_Digit(30) == 0']","Python Function - Write a python function to find the last digit of a given number.
def last_Digit(n) :
    result = n % 10
    return result
",9.354514598846436
425,"
def neg_nos(list1):
    result = []
    for i in list1:
        if i < 0:
            result.append(i)
    return result
",Write a python function to print negative numbers in a list.,"def neg_nos(list1):
  for num in list1: 
    if num < 0: 
       return num ","['assert neg_nos([-1,4,5,-6]) == -1,-6', 'assert neg_nos([-1,-2,3,4]) == -1,-2', 'assert neg_nos([-7,-6,8,9]) == -7,-6']","Python Function - Write a python function to print negative numbers in a list.
def neg_nos(list1):
    result = []
    for i in list1:
        if i < 0:
            result.append(i)
    return result
",22.86236262321472
426,"
def remove_odd(str1):
    result = ''
    for i in str1:
        if ord(i) % 2 == 0:
            result += i
    return result
",Write a function to remove odd characters in a string.,"def remove_odd(str1):
 str2 = ''
 for i in range(1, len(str1) + 1):
    if(i % 2 == 0):
        str2 = str2 + str1[i - 1]
 return str2","['assert remove_odd(""python"")==(""yhn"")', 'assert remove_odd(""program"")==(""rga"")', 'assert remove_odd(""language"")==(""agae"")']","Python Function - Write a function to remove odd characters in a string.
def remove_odd(str1):
    result = ''
    for i in str1:
        if ord(i) % 2 == 0:
            result += i
    return result
",24.892942428588867
427,"
def count_bidirectional(test_list):
    result = 0
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            if test_list[i] == test_list[j][::-1]:
                result += 1
    return result
",Write a function to count bidirectional tuple pairs.,"def count_bidirectional(test_list):
  res = 0
  for idx in range(0, len(test_list)):
    for iidx in range(idx + 1, len(test_list)):
      if test_list[iidx][0] == test_list[idx][1] and test_list[idx][1] == test_list[iidx][0]:
        res += 1
  return (str(res)) ","[""assert count_bidirectional([(5, 6), (1, 2), (6, 5), (9, 1), (6, 5), (2, 1)] ) == '3'"", ""assert count_bidirectional([(5, 6), (1, 3), (6, 5), (9, 1), (6, 5), (2, 1)] ) == '2'"", ""assert count_bidirectional([(5, 6), (1, 2), (6, 5), (9, 2), (6, 5), (2, 1)] ) == '4'""]","Python Function - Write a function to count bidirectional tuple pairs.
def count_bidirectional(test_list):
    result = 0
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            if test_list[i] == test_list[j][::-1]:
                result += 1
    return result
",46.02647066116333
428,"
def multiple_to_single(L):
    result = 0
    for i in L:
        result += i
    return result
",Write a function to convert a list of multiple integers into a single integer.,"def multiple_to_single(L):
  x = int("""".join(map(str, L)))
  return x","['assert multiple_to_single([11, 33, 50])==113350', 'assert multiple_to_single([-1,2,3,4,5,6])==-123456', 'assert multiple_to_single([10,15,20,25])==10152025']","Python Function - Write a function to convert a list of multiple integers into a single integer.
def multiple_to_single(L):
    result = 0
    for i in L:
        result += i
    return result
",15.798339128494263
429,"
import re
def find_adverb_position(text):
    result = []
    for i, word in enumerate(text.split()):
        if re.search(r'[a-z]+ly$', word):
            result.append((i, word))
    return result
",Write a function to find all adverbs and their positions in a given sentence.,"import re
def find_adverb_position(text):
 for m in re.finditer(r""\w+ly"", text):
    return (m.start(), m.end(), m.group(0))","['assert find_adverb_position(""clearly!! we can see the sky"")==(0, 7, \'clearly\')', 'assert find_adverb_position(""seriously!! there are many roses"")==(0, 9, \'seriously\')', 'assert find_adverb_position(""unfortunately!! sita is going to home"")==(0, 13, \'unfortunately\')']","Python Function - Write a function to find all adverbs and their positions in a given sentence.
import re
def find_adverb_position(text):
    result = []
    for i, word in enumerate(text.split()):
        if re.search(r'[a-z]+ly$', word):
            result.append((i, word))
    return result
",35.95730972290039
430,"
def surfacearea_cube(l):
    result = 6 * l * l
    return result


# Python Function - Write a function to find the volume of a cube.
def volume_cube(l):
    result = l * l * l
    return result
",Write a function to find the surface area of a cube.,"def surfacearea_cube(l):
  surfacearea= 6*l*l
  return surfacearea","['assert surfacearea_cube(5)==150', 'assert surfacearea_cube(3)==54', 'assert surfacearea_cube(10)==600']","Python Function - Write a function to find the surface area of a cube.
def surfacearea_cube(l):
    result = 6 * l * l
    return result


# Python Function - Write a function to find the volume of a cube.
def volume_cube(l):
    result = l * l * l
    return result
",37.49282360076904
431,"
from array import array
def positive_count(nums):
    result = 0
    for i in nums:
        if i > 0:
            result += 1
    return result
",Write a function to find the ration of positive numbers in an array of integers.,"from array import array
def positive_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x > 0:
            n1 += 1
        else:
          None
    return round(n1/n,2)","['assert positive_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8])==0.54', 'assert positive_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==0.69', 'assert positive_count([2, 4, -6, -9, 11, -12, 14, -5, 17])==0.56']","Python Function - Write a function to find the ration of positive numbers in an array of integers.
from array import array
def positive_count(nums):
    result = 0
    for i in nums:
        if i > 0:
            result += 1
    return result
",22.591830730438232
432,"
def largest_neg(list1):
    result = -100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
    return result
",Write a python function to find the largest negative number from the given list.,"def largest_neg(list1): 
    max = list1[0] 
    for x in list1: 
        if x < max : 
             max = x  
    return max","['assert largest_neg([1,2,3,-4,-6]) == -6', 'assert largest_neg([1,2,3,-8,-9]) == -9', 'assert largest_neg([1,2,3,4,-1]) == -1']","Python Function - Write a python function to find the largest negative number from the given list.
def largest_neg(list1):
    result = -100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
    return result
",88.61703944206238
433,"
def trim_tuple(test_list, K):
    result = []
    for i in test_list:
        result.append(i[K:])
    return result
",Write a function to trim each tuple by k in the given tuple list.,"def trim_tuple(test_list, K):
  res = []
  for ele in test_list:
    N = len(ele)
    res.append(tuple(list(ele)[K: N - K]))
  return (str(res)) ","[""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1),(9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'"", ""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 1) == '[(3, 2, 1), (4, 9, 2), (1, 2, 3), (8, 2, 1)]'"", ""assert trim_tuple([(7, 8, 4, 9), (11, 8, 12, 4),(4, 1, 7, 8), (3, 6, 9, 7)], 1) == '[(8, 4), (8, 12), (1, 7), (6, 9)]'""]","Python Function - Write a function to trim each tuple by k in the given tuple list.
def trim_tuple(test_list, K):
    result = []
    for i in test_list:
        result.append(i[K:])
    return result
",20.198272466659546
434,"
def index_multiplication(test_tup1, test_tup2):
    result = ()
    for i in range(len(test_tup1)):
        result += (test_tup1[i] * test_tup2[i],)
    return result
",Write a function to perform index wise multiplication of tuple elements in the given two tuples.,"def index_multiplication(test_tup1, test_tup2):
  res = tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) ","['assert index_multiplication(((1, 3), (4, 5), (2, 9), (1, 10)),((6, 7), (3, 9), (1, 1), (7, 3)) ) == ((6, 21), (12, 45), (2, 9), (7, 30))', 'assert index_multiplication(((2, 4), (5, 6), (3, 10), (2, 11)),((7, 8), (4, 10), (2, 2), (8, 4)) ) == ((14, 32), (20, 60), (6, 20), (16, 44))', 'assert index_multiplication(((3, 5), (6, 7), (4, 11), (3, 12)),((8, 9), (5, 11), (3, 3), (9, 5)) ) == ((24, 45), (30, 77), (12, 33), (27, 60))']","Python Function - Write a function to perform index wise multiplication of tuple elements in the given two tuples.
def index_multiplication(test_tup1, test_tup2):
    result = ()
    for i in range(len(test_tup1)):
        result += (test_tup1[i] * test_tup2[i],)
    return result
",32.56864261627197
435,"
from collections import Counter 
def count_Occurrence(tup, lst):
    result = Counter(tup)
    for i in lst:
        result[i] = result[i] + 1
    return result
",Write a python function to count the occurence of all elements of list in a tuple.,"from collections import Counter 
def count_Occurrence(tup, lst): 
    count = 0
    for item in tup: 
        if item in lst: 
            count+= 1 
    return count  ","[""assert count_Occurrence(('a', 'a', 'c', 'b', 'd'),['a', 'b'] ) == 3"", 'assert count_Occurrence((1, 2, 3, 1, 4, 6, 7, 1, 4),[1, 4, 7]) == 6', 'assert count_Occurrence((1,2,3,4,5,6),[1,2]) == 2']","Python Function - Write a python function to count the occurence of all elements of list in a tuple.
from collections import Counter 
def count_Occurrence(tup, lst):
    result = Counter(tup)
    for i in lst:
        result[i] = result[i] + 1
    return result
",26.464994430541992
436,"
def cube_nums(nums):
    result = []
    for num in nums:
        result.append(num ** 3)
    return result
",Write a function to find cubes of individual elements in a list using lambda function.,"def cube_nums(nums):
 cube_nums = list(map(lambda x: x ** 3, nums))
 return cube_nums","['assert cube_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1, 8, 27, 64, 125, 216, 343, 512, 729, 1000]', 'assert cube_nums([10,20,30])==([1000, 8000, 27000])', 'assert cube_nums([12,15])==([1728, 3375])']","Python Function - Write a function to find cubes of individual elements in a list using lambda function.
def cube_nums(nums):
    result = []
    for num in nums:
        result.append(num ** 3)
    return result
",19.54512333869934
437,"
def cal_sum(n):
    result = 0
    for i in range(1, n + 1):
        result += i ** i
    return result


# ",Write a function to calculate the sum of perrin numbers.,"def cal_sum(n): 
	a = 3
	b = 0
	c = 2
	if (n == 0): 
		return 3
	if (n == 1): 
		return 3
	if (n == 2): 
		return 5
	sum = 5
	while (n > 2): 
		d = a + b 
		sum = sum + d 
		a = b 
		b = c 
		c = d 
		n = n-1
	return sum","['assert cal_sum(9) == 49', 'assert cal_sum(10) == 66', 'assert cal_sum(11) == 88']","Python Function - Write a function to calculate the sum of perrin numbers.
def cal_sum(n):
    result = 0
    for i in range(1, n + 1):
        result += i ** i
    return result


# Python Function - Write a function to calculate the sum of perrin numbers.
def cal_sum(n):
    result = 0
    for i in range(1, n + 1):
        result += i ** i
    return result
",60.1377592086792
438,"
def check_Triangle(x1,y1,x2,y2,x3,y3):
    result = False
    if (x1 == x2 and x2 == x3) or (y1 == y2 and y2 == y3):
        result = False
    else:
        result = True
    return result
",Write a python function to check whether the triangle is valid or not if 3 points are given.,"def check_Triangle(x1,y1,x2,y2,x3,y3): 
    a = (x1*(y2-y3)+x2*(y3-y1)+x3*(y1-y2))   
    if a == 0: 
        return ('No') 
    else: 
        return ('Yes') ","[""assert check_Triangle(1,5,2,5,4,6) == 'Yes'"", ""assert check_Triangle(1,1,1,4,1,5) == 'No'"", ""assert check_Triangle(1,1,1,1,1,1) == 'No'""]","Python Function - Write a python function to check whether the triangle is valid or not if 3 points are given.
def check_Triangle(x1,y1,x2,y2,x3,y3):
    result = False
    if (x1 == x2 and x2 == x3) or (y1 == y2 and y2 == y3):
        result = False
    else:
        result = True
    return result
",36.89269304275513
439,"
def extract_string(str, l):
    result = []
    for i in range(0, len(str)):
        result.append(str[i:i+l])
    return result
",Write a function to extract specified size of strings from a give list of string values.,"def extract_string(str, l):
    result = [e for e in str if len(e) == l] 
    return result","[""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,8)==['practice', 'solution']"", ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,6)==['Python']"", ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,9)==['exercises']""]","Python Function - Write a function to extract specified size of strings from a give list of string values.
def extract_string(str, l):
    result = []
    for i in range(0, len(str)):
        result.append(str[i:i+l])
    return result
",24.978832960128784
440,"
import re
def remove_whitespaces(text1):
    result = re.sub(r'\s+', '', text1)
    return result
",Write a function to remove all whitespaces from the given string using regex.,"import re
def remove_whitespaces(text1):
  return (re.sub(r'\s+', '',text1))","[""assert remove_whitespaces(' Google    Flutter ') == 'GoogleFlutter'"", ""assert remove_whitespaces(' Google    Dart ') == 'GoogleDart'"", ""assert remove_whitespaces(' iOS    Swift ') == 'iOSSwift'""]","Python Function - Write a function to remove all whitespaces from the given string using regex.
import re
def remove_whitespaces(text1):
    result = re.sub(r'\s+', '', text1)
    return result
",15.041444540023804
441,"
def loss_amount(actual_cost,sale_amount):
    result = None
    if actual_cost > sale_amount:
        result = actual_cost - sale_amount
    return result
",Write a function that gives loss amount if the given amount has loss else return none.,"def loss_amount(actual_cost,sale_amount): 
  if(sale_amount > actual_cost):
    amount = sale_amount - actual_cost
    return amount
  else:
    return None","['assert loss_amount(1500,1200)==None', 'assert loss_amount(100,200)==100', 'assert loss_amount(2000,5000)==3000']","Python Function - Write a function that gives loss amount if the given amount has loss else return none.
def loss_amount(actual_cost,sale_amount):
    result = None
    if actual_cost > sale_amount:
        result = actual_cost - sale_amount
    return result
",21.54940152168274
442,"
import math 
def sumofFactors(n) :
    result = 0
    for i in range(1, int(math.sqrt(n)) + 1) :
        if n % i == 0 :
            result += i
            if i != n // i :
                result += n // i
    return result
",Write a python function to find the sum of even factors of a number.,"import math 
def sumofFactors(n) : 
    if (n % 2 != 0) : 
        return 0
    res = 1
    for i in range(2, (int)(math.sqrt(n)) + 1) :    
        count = 0
        curr_sum = 1
        curr_term = 1
        while (n % i == 0) : 
            count= count + 1
            n = n // i 
            if (i == 2 and count == 1) : 
                curr_sum = 0
            curr_term = curr_term * i 
            curr_sum = curr_sum + curr_term 
        res = res * curr_sum  
    if (n >= 2) : 
        res = res * (1 + n) 
    return res ","['assert sumofFactors(18) == 26', 'assert sumofFactors(30) == 48', 'assert sumofFactors(6) == 8']","Python Function - Write a python function to find the sum of even factors of a number.
import math 
def sumofFactors(n) :
    result = 0
    for i in range(1, int(math.sqrt(n)) + 1) :
        if n % i == 0 :
            result += i
            if i != n // i :
                result += n // i
    return result
",47.91856098175049
443,"
import re
def text_match_wordz(text):
    result = re.findall(r'[a-zA-Z]*z[a-zA-Z]*', text)
    return result
",Write a function that matches a word containing 'z'.,"import re
def text_match_wordz(text):
        patterns = '\w*z.\w*'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')","['assert text_match_wordz(""pythonz."")==(\'Found a match!\')', 'assert text_match_wordz(""xyz."")==(\'Found a match!\')', 'assert text_match_wordz(""  lang  ."")==(\'Not matched!\')']","Python Function - Write a function that matches a word containing 'z'.
import re
def text_match_wordz(text):
    result = re.findall(r'[a-zA-Z]*z[a-zA-Z]*', text)
    return result
",22.800397872924805
444,"
def check_monthnumb_number(monthnum2):
    result = False
    if monthnum2 == 1 or monthnum2 == 3 or monthnum2 == 5 or monthnum2 == 7 or monthnum2 == 8 or monthnum2 == 10 or monthnum2 == 12:
        result = True
    elif monthnum2 == 4 or monthnum2 == 6 or monthnum2 == 9 or monthnum2 == 11:
        result = False
    return result
",Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(monthnum2):
  if(monthnum2==1 or monthnum2==3 or monthnum2==5 or monthnum2==7 or monthnum2==8 or monthnum2==10 or monthnum2==12):
    return True
  else:
    return False","['assert check_monthnumb_number(5)==True', 'assert check_monthnumb_number(2)==False', 'assert check_monthnumb_number(6)==False']","Python Function - Write a function to check whether the given month number contains 31 days or not.
def check_monthnumb_number(monthnum2):
    result = False
    if monthnum2 == 1 or monthnum2 == 3 or monthnum2 == 5 or monthnum2 == 7 or monthnum2 == 8 or monthnum2 == 10 or monthnum2 == 12:
        result = True
    elif monthnum2 == 4 or monthnum2 == 6 or monthnum2 == 9 or monthnum2 == 11:
        result = False
    return result
",71.17113280296326
445,"
def reverse_string_list(stringlist):
    result = []
    for string in stringlist:
        result.append(string[::-1])
    return result
",Write a function to reverse strings in a given list of string values.,"def reverse_string_list(stringlist):
    result = [x[::-1] for x in stringlist]
    return result","[""assert reverse_string_list(['Red', 'Green', 'Blue', 'White', 'Black'])==['deR', 'neerG', 'eulB', 'etihW', 'kcalB']"", ""assert reverse_string_list(['john','amal','joel','george'])==['nhoj','lama','leoj','egroeg']"", ""assert reverse_string_list(['jack','john','mary'])==['kcaj','nhoj','yram']""]","Python Function - Write a function to reverse strings in a given list of string values.
def reverse_string_list(stringlist):
    result = []
    for string in stringlist:
        result.append(string[::-1])
    return result
",20.202192544937134
446,"
def Find_Min(lst):
    result = []
    for i in range(len(lst)):
        if len(lst[i]) < len(result):
            result = lst[i]
    return result
",Write a python function to find the sublist having minimum length.,"def Find_Min(lst): 
    minList = min((x) for x in lst) 
    return minList","['assert Find_Min([[1],[1,2],[1,2,3]]) == [1]', 'assert Find_Min([[1,1],[1,1,1],[1,2,7,8]]) == [1,1]', ""assert Find_Min([['x'],['x','y'],['x','y','z']]) == ['x']""]","Python Function - Write a python function to find the sublist having minimum length.
def Find_Min(lst):
    result = []
    for i in range(len(lst)):
        if len(lst[i]) < len(result):
            result = lst[i]
    return result
",28.53748893737793
447,"
def rectangle_area(l,b):
    result = l*b
    return result
",Write a function to find the area of a rectangle.,"def rectangle_area(l,b):
  area=l*b
  return area","['assert rectangle_area(10,20)==200', 'assert rectangle_area(10,5)==50', 'assert rectangle_area(4,2)==8']","Python Function - Write a function to find the area of a rectangle.
def rectangle_area(l,b):
    result = l*b
    return result
",7.953615188598633
448,"
import re
def remove_uppercase(str1):
    result = re.sub(r'[A-Z]+', '', str1)
    return result
",Write a function to remove uppercase substrings from a given string by using regex.,"import re
def remove_uppercase(str1):
  remove_upper = lambda text: re.sub('[A-Z]', '', text)
  result =  remove_upper(str1)
  return (result)","[""assert remove_uppercase('cAstyoUrFavoRitETVshoWs') == 'cstyoravoitshos'"", ""assert remove_uppercase('wAtchTheinTernEtrAdIo') == 'wtchheinerntrdo'"", ""assert remove_uppercase('VoicESeaRchAndreComMendaTionS') == 'oiceachndreomendaion'""]","Python Function - Write a function to remove uppercase substrings from a given string by using regex.
import re
def remove_uppercase(str1):
    result = re.sub(r'[A-Z]+', '', str1)
    return result
",17.7282133102417
449,"
def Extract(lst):
    result = []
    for i in lst:
        result.append(i[0])
    return result
",Write a python function to get the first element of each sublist.,"def Extract(lst): 
    return [item[0] for item in lst] ","['assert Extract([[1, 2], [3, 4, 5], [6, 7, 8, 9]]) == [1, 3, 6]', 'assert Extract([[1,2,3],[4, 5]]) == [1,4]', 'assert Extract([[9,8,1],[1,2]]) == [9,1]']","Python Function - Write a python function to get the first element of each sublist.
def Extract(lst):
    result = []
    for i in lst:
        result.append(i[0])
    return result
",17.966893196105957
450,"
def upper_ctr(str):
    result = 0
    for i in str:
        if i.isupper():
            result += 1
    return result
",Write a python function to count the upper case characters in a given string.,"def upper_ctr(str):
    upper_ctr = 0
    for i in range(len(str)):
          if str[i] >= 'A' and str[i] <= 'Z': upper_ctr += 1
          return upper_ctr","[""assert upper_ctr('PYthon') == 1"", ""assert upper_ctr('BigData') == 1"", ""assert upper_ctr('program') == 0""]","Python Function - Write a python function to count the upper case characters in a given string.
def upper_ctr(str):
    result = 0
    for i in str:
        if i.isupper():
            result += 1
    return result
",21.379963397979736
